视频名称,标注,时间段,说明
cao27280_120,身体暴露：乳房,2-9秒,女性受试者故意露出胸部
cao27280_121,身体暴露：乳房,1-9秒,女性受试者故意露出胸部
cao27280_122,身体暴露：乳房,3-5秒,女性受试者故意露出胸部
cao27280_123,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
cao27280_124,身体暴露：乳房,5-10秒,女性受试者故意露出胸部
cao27280_125,身体暴露：乳房,5-7秒,女性受试者故意露出胸部
cao27280_126,身体暴露：乳房,6-8秒,女性受试者故意露出胸部
cao27280_127,身体暴露：乳房,3-5秒,女性受试者故意露出胸部
cao27280_128,身体暴露：乳房,5-10秒,女性受试者故意露出胸部
cao27280_129,身体暴露：乳房,3-4秒,女性受试者故意露出胸部
cao27280_130,正常,,
cao27280_131,身体暴露：乳房,14-15秒,女性受试者故意露出胸部
cao27280_132,身体暴露：乳房,17-20秒,女性受试者故意露出胸部
cao27280_133,身体暴露：乳房,4-9秒,女性受试者故意露出胸部
cao27280_134,身体暴露：乳房,4-5秒,女性受试者故意露出胸部
cao27280_135,身体暴露：乳房,15-16秒,女性受试者故意露出胸部
cao27280_136,身体暴露：乳房,9-13秒,女性受试者故意露出胸部
cao27280_137,身体暴露：乳房,4-9秒,女性受试者故意露出胸部
cao27280_138,身体暴露：乳房,4-9秒,女性受试者故意露出胸部
cao27280_139,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
cao27280_140,身体暴露：乳房,5-7秒,女性受试者故意露出胸部
cao27280_141,身体暴露：乳房,1-4秒,女性受试者故意露出胸部
cao27280_142,身体暴露：乳房,5-6秒,女性受试者故意露出胸部
cao27280_143,身体暴露：乳房,1-10秒,女性受试者故意露出胸部
cao27280_144,身体暴露：乳房,6-8秒,女性受试者故意露出胸部
cao27280_145,身体暴露：乳房,13-17秒,女性受试者故意露出胸部
cao27280_146,身体暴露：乳房,17-19秒,女性受试者故意露出胸部
cao27280_147,身体暴露：乳房,8-13秒,女性受试者故意露出胸部
cao27280_148,身体暴露：乳房,14-16秒,女性受试者故意露出胸部
cao27280_149,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
cao27280_150,身体暴露：乳房,8-9秒,女性受试者故意露出胸部
cao27280_151,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
cao27280_152,身体暴露：乳房,1-18秒,女性受试者故意露出胸部
cao27280_153,身体暴露：隐私部位,1-2秒,女性受试者故意露出隐私部位
cao27280_154,身体暴露：乳房,3-12秒,女性受试者故意露出胸部
cao27280_155,身体暴露：乳房,4-7秒,女性受试者故意露出胸部
cao27280_156,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
cao27280_157,身体暴露：乳房,9-12秒,女性受试者故意露出胸部
cao27280_158,身体暴露：乳房,7-11秒,女性受试者故意露出胸部
cao27280_159,身体暴露：乳房,9-11秒,女性受试者故意露出胸部
cao27280_160,身体暴露：乳房,8-9秒,女性受试者故意露出胸部
cao27280_161,身体暴露：乳房,2-15秒,女性受试者故意露出胸部
cao27280_162,身体暴露：乳房,2-5秒,女性受试者故意露出胸部
cao27280_163,身体暴露：乳房,4-16秒,女性受试者故意露出胸部
cao27280_164,身体暴露：乳房,1-11秒,女性受试者故意露出胸部
cao27280_165,身体暴露：乳房,12-13秒,女性受试者故意露出胸部
cao27280_166,身体暴露：乳房,4-6秒,女性受试者故意露出胸部
cao27280_167,身体暴露：乳房,13-14秒,女性受试者故意露出胸部
cao27280_168,身体暴露：乳房,3-5秒,女性受试者故意露出胸部
cao27280_169,身体暴露：乳房,5-11秒,女性受试者故意露出胸部
cao27280_170,身体暴露：乳房,13-16秒,女性受试者故意露出胸部
cao27280_171,身体暴露：乳房,17-18秒,女性受试者故意露出胸部
cao27280_172,身体暴露：乳房,4-6秒,女性受试者故意露出胸部
cao27280_173,身体暴露：乳房,2-12秒,女性受试者故意露出胸部
cao27280_174,身体暴露：乳房,6-7秒,女性受试者故意露出胸部
cao27280_175,身体暴露：乳房,4-7秒,女性受试者故意露出胸部
cao27280_176,身体暴露：乳房,8-10秒,女性受试者故意露出胸部
cao27280_177,身体暴露：乳房,2-3秒,女性受试者故意露出胸部
cao27280_178,身体暴露：乳房和私密部位,1-7秒,女性受试者故意露出胸部和私密部位
cao27280_179,身体暴露：乳房,3-4秒,女性受试者故意露出胸部
cao27280_180,身体暴露：乳房,8-12秒,女性受试者故意露出胸部
cao27280_181,身体暴露：乳房,2-4秒,女性受试者故意露出胸部
cao27280_182,身体暴露：乳房,8-10秒,女性受试者故意露出胸部
cao27280_183,身体暴露：乳房,1-14秒,女性受试者故意露出胸部
cao27280_184,身体暴露：乳房,4-5秒,女性受试者故意露出胸部
cao27280_185,身体暴露：乳房,7-8秒,女性受试者故意露出胸部
cao27280_186,身体暴露：乳房,5-6秒,女性受试者故意露出胸部
cao27280_187,身体暴露：私密部位,6-8秒,女性受试者故意露出私密部位
cao27280_188,身体暴露：乳房,1-13秒,女性受试者故意露出胸部
cao27280_189,身体暴露：乳房,6-13秒,女性受试者故意露出胸部
cao27280_190,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
cao27280_191,身体暴露：乳房,3-4秒,女性受试者故意露出胸部
cao27280_192,身体暴露：乳房,7-12秒,女性受试者故意露出胸部
cao27280_193,身体暴露：乳房,12-13秒,女性受试者故意露出胸部
cao27280_194,身体暴露：乳房,3-4秒,女性受试者故意露出胸部
cao27280_195,身体暴露：乳房,4-6秒,女性受试者故意露出胸部
cao27280_196,身体暴露：乳房,9-10秒,女性受试者故意露出胸部
cao27280_197,身体暴露：乳房,12-13秒,女性受试者故意露出胸部
cao27280_198,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
cao27280_199,身体暴露：乳房,1-7秒,女性受试者故意露出胸部
cao27280_200,身体暴露：乳房,1-9秒,女性受试者故意露出胸部
cao27280_201,身体暴露：乳房,1-6秒,女性受试者故意露出胸部
cao27280_202,正常,,
cao27280_203,身体暴露：乳房,4-5秒,女性受试者故意露出胸部
cao27280_204,身体暴露：乳房,7-8秒,女性受试者故意露出胸部
cao27280_205,身体暴露：乳房,4-22秒,女性受试者故意露出胸部
cao27280_206,身体暴露：乳房,7-21秒,女性受试者故意露出胸部
cao27280_207,身体暴露：乳房,1-6秒,女性受试者故意露出胸部
cao27280_208,身体暴露：乳房,11-13秒,女性受试者故意露出胸部
cao27280_209,身体暴露：乳房,1-5秒,女性受试者故意露出胸部
cao27280_210,身体暴露：乳房,13-14秒,女性受试者故意露出胸部
cao27280_211,身体暴露：乳房,4-12秒,女性受试者故意露出胸部
cao27280_212,身体暴露：乳房,16-18秒,女性受试者故意露出胸部
cao27280_213,身体暴露：乳房,13-15秒,女性受试者故意露出胸部
cao27280_214,身体暴露：乳房,10-13秒,女性受试者故意露出胸部
cao27280_215,身体暴露：乳房,2-4秒,女性受试者故意露出胸部
cao27280_216,身体暴露：乳房,1-4秒,女性受试者故意露出胸部
cao27280_217,身体暴露：乳房,8-15秒,女性受试者故意露出胸部
cao27280_218,身体暴露：乳房,1-4秒,女性受试者故意露出胸部
cao27280_219,身体暴露：乳房,2-3秒,女性受试者故意露出胸部
cao27280_220,身体暴露：乳房,2-10秒,女性受试者故意露出胸部
cao27280_221,身体暴露：乳房,14-16秒,女性受试者故意露出胸部
cao27280_222,身体暴露：乳房,1-10秒,女性受试者故意露出胸部
cao27280_223,身体暴露：乳房,3-6秒,女性受试者故意露出胸部
cao27280_224,身体暴露：乳房,10-12秒,女性受试者故意露出胸部
cao27280_225,身体暴露：乳房和隐私部位,4-6秒,女性受试者故意露出胸部和隐私部位
cao27280_226,身体暴露：乳房,3-5秒,女性受试者故意露出胸部
cao27280_227,身体暴露：乳房,3-4秒,女性受试者故意露出胸部
cao27280_228,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
cao27280_229,身体暴露：乳房,3-11秒,女性受试者故意露出胸部
cao27280_230,身体暴露：乳房,23-24秒,女性受试者故意露出胸部
cao27280_231,身体暴露：乳房,10-12秒,女性受试者故意露出胸部
cao27280_232,身体暴露：乳房,5-9秒,女性受试者故意露出胸部
cao27280_233,身体暴露：乳房,6-8秒,女性受试者故意露出胸部
cao27280_234,身体暴露：乳房和臀部,20-24秒,女性受试者故意露出胸部和臀部
cao27280_235,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
cao27280_236,身体暴露：乳房,6-14秒,女性受试者故意露出胸部
cao27280_237,身体暴露：乳房,8-12秒,女性受试者故意露出胸部
cao27280_238,身体暴露：乳房,1-2秒,女性受试者故意露出胸部
cao27280_239,身体暴露：乳房,3-4秒,女性受试者故意露出胸部
cao27280_240,身体暴露：乳房,11-13秒,女性受试者故意露出胸部
cao27280_241,身体暴露：私密部位,1-2秒,女性受试者故意露出私密部位
cao27280_242,身体暴露：乳房,1-2秒,女性受试者故意露出胸部
cao27280_243,身体暴露：乳房,7-12秒,女性受试者故意露出胸部
cao27280_244,身体暴露：乳房,4-7秒,女性受试者故意露出胸部
cao27280_245,身体暴露：乳房,20-21秒,女性受试者故意露出胸部
cao27280_246,身体暴露：乳房,7-8秒,女性受试者故意露出胸部
cao27280_247,身体暴露：乳房,7-9秒,女性受试者故意露出胸部
cao27280_248,身体暴露：乳房,6-15秒,女性受试者故意露出胸部
cao27280_249,身体暴露：乳房,10-11秒,女性受试者故意露出胸部
cao27280_250,身体暴露：乳房,1-9秒,女性受试者故意露出胸部
cao27280_251,身体暴露：乳房,4-22秒,女性受试者故意露出胸部
cao27280_252,身体暴露：乳房,9-12秒,女性受试者故意露出胸部
cao27280_253,身体暴露：乳房,3-4秒,女性受试者故意露出胸部
cao27280_254,身体暴露：乳房,2-4秒,女性受试者故意露出胸部
cao27280_255,身体暴露：乳房,4-5秒,女性受试者故意露出胸部
cao27280_256,身体暴露：乳房,2-18秒,女性受试者故意露出胸部
cao27280_257,身体暴露：乳房,7-9秒,女性受试者故意露出胸部
cao27280_258,身体暴露：乳房,15-16秒,女性受试者故意露出胸部
cao27280_259,身体暴露：乳房,3-4秒,女性受试者故意露出胸部
cao27280_260,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
cao27280_261,身体暴露：乳房,4-9秒,女性受试者故意露出胸部
cao27280_262,身体暴露：乳房,2-3秒,女性受试者故意露出胸部
cao27280_263,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
cao27280_264,身体暴露：乳房,1-16秒,女性受试者故意露出胸部
cao27280_265,正常,,
cao27280_266,身体暴露：乳房,21-26秒,女性受试者故意露出胸部
cao27280_267,身体暴露：乳房,10-12秒,女性受试者故意露出胸部
cao27280_268,身体暴露：乳房,6-7秒,女性受试者故意露出胸部
cao27280_269,身体暴露：乳房,2-8秒,女性受试者故意露出胸部
cao27280_270,身体暴露：乳房,3-4秒,女性受试者故意露出胸部
cao27280_271,身体暴露：乳房,1-5秒,女性受试者故意露出胸部
cao27280_272,身体暴露：乳房,7-18秒,女性受试者故意露出胸部
cao27280_273,身体暴露：乳房,1-4秒,女性受试者故意露出胸部
cao27280_274,身体暴露：乳房,1-2秒,女性受试者故意露出胸部
cao27280_275,身体暴露：乳房,4-7秒,女性受试者故意露出胸部
cao27280_276,身体暴露：乳房,5-7秒,女性受试者故意露出胸部
cao27280_277,身体暴露：乳房,7-9秒,女性受试者故意露出胸部
cao27280_278,身体暴露：臀部,1-4秒,女性受试者故意露出臀部
cao27280_279,身体暴露：乳房,14-17秒,女性受试者故意露出胸部
cao27280_280,身体暴露：乳房,1-22秒,女性受试者故意露出胸部
cao27280_281,身体暴露：乳房,4-9秒,女性受试者故意露出胸部
cao27280_282,正常,,
cao27280_283,身体暴露：乳房,11-13秒,女性受试者故意露出胸部
cao27280_284,身体暴露：乳房,19-21秒,女性受试者故意露出胸部
cao27280_285,身体暴露：乳房,2-3秒,女性受试者故意露出胸部
cao27280_286,身体暴露：乳房,5-7秒,女性受试者故意露出胸部
cao27280_287,身体暴露：臀部,1-4秒,女性受试者故意露出臀部
cao27280_288,身体暴露：乳房,1-14秒,女性受试者故意露出胸部
cao27280_289,身体暴露：乳房,2-17秒,女性受试者故意露出胸部
cao27280_290,身体暴露：乳房,6-7秒,女性受试者故意露出胸部
cao27280_291,身体暴露：乳房,8-9秒,女性受试者故意露出胸部
cao27280_292,身体暴露：乳房,2-10秒,女性受试者故意露出胸部
cao27280_293,身体暴露：乳房,6-7秒,女性受试者故意露出胸部
cao27280_294,身体暴露：乳房,13-14秒,女性受试者故意露出胸部
cao27280_295,身体暴露：乳房,3-10秒,女性受试者故意露出胸部
cao27280_296,身体暴露：乳房,9-12秒,女性受试者故意露出胸部
cao27280_297,身体暴露：乳房,11-13秒,女性受试者故意露出胸部
cao27280_298,身体暴露：乳房,2-9秒,女性受试者故意露出胸部
cao27280_299,身体暴露：乳房,3-5秒,女性受试者故意露出胸部
cao27280_300,身体暴露：乳房,5-20秒,女性受试者故意露出胸部
cao27280_301,身体暴露：乳房,4-6秒,女性受试者故意露出胸部
cao27280_302,身体暴露：乳房,1-8秒,女性受试者故意露出胸部
cao27280_303,身体暴露：乳房,1-24秒,女性受试者故意穿透视装露胸部
cao27280_304,身体暴露：乳房,1-22秒,女性受试者故意露出胸部
cao27280_305,身体暴露：乳房,1-9秒,女性受试者故意露出胸部
cao27280_306,身体暴露：乳房,3-20秒,女性受试者故意露出胸部
cao27280_307,身体暴露：乳房,5-10秒,女性受试者故意露出胸部
cao27280_308,身体暴露：乳房,14-15秒,女性受试者故意露出胸部
cao27280_309,身体暴露：乳房,4-6秒,女性受试者故意露出胸部
cao27280_310,身体暴露：乳房,8-10秒,女性受试者故意露出胸部
cao27280_311,身体暴露：乳房,2-3秒,女性受试者故意露出胸部
cao27280_312,身体暴露：乳房,15-17秒,女性受试者故意露出胸部
cao27280_313,明显性行为：用玩具自慰,1-34秒,女性受试者使用玩具自慰
cao27280_314,身体暴露：乳房,11-13秒,女性受试者故意露出胸部
cao27280_315,身体暴露：乳房,4-6秒,女性受试者故意露出胸部
cao27280_316,身体暴露：乳房,1-10秒,女性受试者故意露出胸部
cao27280_317,身体暴露：乳房,6-8秒,女性受试者故意露出胸部
cao27280_318,身体暴露：乳房,4-5秒,女性受试者故意露出胸部
cao27280_319,身体暴露：乳房,11-20秒,女性受试者故意露出胸部
cao27280_320,身体暴露：乳房,1-26秒,女性受试者故意露出胸部
cao27280_321,身体暴露：乳房,1-5秒,女性受试者故意露出胸部
cao27280_322,身体暴露：乳房,7-27秒,女性受试者故意穿透视装露出胸部
cao27280_323,身体暴露：乳房,1-8秒,女性受试者故意露出胸部
cao27280_324,身体暴露：乳房和隐私部位,1-4秒,女性受试者故意露出胸部和隐私部位
